"","ID","support_iec","altruism","reciprocity","industry","emp_status","age","female","educ_high","incgr_high","right"
"847",148763586,0,1,1,NA,3,64,0,0,0,1
"848",148763638,1,0,0,NA,3,71,1,0,0,0
"849",148763993,1,1,0,0,1,48,0,1,1,0
"850",148764304,1,0,1,0,1,33,1,0,0,0
"851",148764337,1,0,1,1,1,45,0,0,0,0
"852",148764360,1,0,0,0,1,22,1,1,1,0
"853",148764476,0,0,0,1,1,49,0,1,1,1
"854",148764495,0,1,0,1,1,63,0,0,0,1
"855",148764667,0,1,1,NA,0,46,1,1,1,1
"856",148764757,0,1,0,NA,0,55,1,0,0,0
"857",148765126,0,0,0,NA,0,49,1,1,0,1
"858",148765148,1,0,0,NA,3,48,0,1,1,1
"859",148765194,0,0,1,NA,3,64,1,1,0,0
"860",148765203,0,0,1,NA,2,65,1,1,1,0
"861",148765262,1,0,1,NA,3,71,0,1,0,0
"862",148765269,0,0,1,NA,0,73,1,0,1,1
"863",148765271,0,0,1,NA,3,62,0,0,1,1
"864",148765298,1,0,0,NA,3,65,0,0,1,0
"865",148765299,0,0,0,NA,3,65,1,0,0,0
"866",148765301,1,0,0,NA,2,59,0,0,0,0
"867",148765312,0,1,1,NA,3,75,1,0,0,0
"868",148766070,0,0,1,1,1,29,0,1,0,1
"869",148766087,1,0,1,1,1,46,0,0,1,0
"870",148766137,1,0,1,NA,2,49,1,0,0,0
"871",148766392,0,1,0,NA,3,63,1,1,1,1
"872",148766886,0,0,0,0,1,50,1,0,1,1
"873",148766946,1,1,1,0,1,33,1,1,0,1
"874",148767057,0,0,0,NA,3,67,0,0,0,1
"875",148767062,1,1,1,NA,3,73,1,0,1,1
"876",148767068,0,0,0,NA,3,68,1,0,0,1
"877",148767096,1,1,0,1,1,55,1,1,0,0
"878",148767121,1,1,0,NA,3,66,0,1,1,0
"879",148767127,1,1,1,NA,0,54,1,1,1,1
"880",148767146,1,0,1,NA,2,48,0,0,1,0
"881",148767149,1,1,1,0,1,28,1,1,0,0
"882",148767150,0,0,0,NA,3,67,1,0,0,0
"883",148767217,1,0,1,NA,3,66,1,1,1,0
"884",148767444,0,1,1,1,1,32,0,1,1,1
"885",148767932,0,0,0,NA,0,31,0,0,0,1
"886",148768887,1,0,1,NA,0,77,1,0,0,0
"887",148768893,0,0,1,NA,0,65,1,0,1,1
"888",148768894,0,0,0,NA,3,81,1,0,0,1
"889",148768901,0,0,0,0,1,56,1,1,0,0
"890",148768905,1,0,1,0,1,51,1,1,0,0
"891",148768922,0,0,1,NA,3,79,1,1,1,0
"892",148768924,1,1,0,NA,3,64,1,1,1,0
"893",148768988,0,0,0,NA,3,64,0,0,0,0
"894",148769321,1,0,1,0,1,28,0,1,0,0
"895",148769369,1,0,1,0,1,25,1,1,0,0
"896",148769561,1,1,1,NA,3,68,1,1,0,0
"897",148769791,0,0,1,NA,3,76,0,1,0,1
"898",148769898,0,0,1,0,1,51,0,1,1,1
"899",148770496,1,0,1,0,1,54,1,1,0,0
"900",148770515,1,0,0,0,1,38,1,1,0,1
"901",148770566,0,0,0,NA,3,67,1,0,0,0
"902",148770570,0,0,1,NA,0,54,1,0,0,0
"903",148770632,1,1,0,NA,0,53,1,1,0,0
"904",148770642,0,0,0,NA,1,43,1,1,0,0
"905",148770656,0,1,1,NA,0,71,1,0,0,0
"906",148770667,1,0,1,NA,0,39,0,0,0,1
"907",148770671,1,1,1,NA,3,81,0,0,0,1
"908",148770675,1,0,1,0,1,54,1,0,1,0
"909",148770682,0,1,1,1,1,58,0,0,0,1
"910",148770690,1,0,0,NA,3,74,0,0,0,1
"911",148770691,1,0,0,1,1,23,1,1,0,1
"912",148770701,0,0,0,1,1,38,1,1,1,0
"913",148770707,1,0,0,NA,3,72,1,0,0,0
"914",148770756,0,0,0,1,1,47,0,0,1,1
"915",148771010,0,1,0,1,1,62,0,1,1,1
"916",148771587,1,0,0,NA,0,50,0,0,0,0
"917",148771872,1,0,1,NA,3,63,1,1,0,0
"918",148772304,1,1,0,1,1,53,1,1,1,0
"919",148772306,0,0,1,1,1,49,1,1,1,1
"920",148772447,1,0,0,NA,3,67,1,0,0,0
"921",148772492,1,0,0,NA,3,68,1,0,0,0
"922",148772496,1,0,0,NA,3,65,0,0,1,1
"923",148772501,0,1,1,NA,1,74,1,0,0,1
"924",148772577,1,0,1,0,1,52,0,1,1,0
"925",148773383,1,1,1,1,1,50,0,1,1,0
"926",148774273,0,0,1,NA,1,26,1,1,0,0
"927",148774283,1,1,0,NA,0,62,0,0,0,0
"928",148774367,0,0,1,NA,3,64,0,1,1,1
"929",148774663,0,0,1,0,1,26,1,0,0,1
"930",148775245,0,0,1,0,1,55,0,0,0,1
"931",148776211,1,0,0,NA,3,69,0,0,0,0
"932",148776231,1,0,0,0,1,50,0,1,1,0
"933",148776238,0,0,1,NA,2,47,0,0,0,0
"934",148776534,0,0,1,0,1,23,0,1,1,1
"935",148776623,1,0,0,NA,2,63,1,1,1,1
"936",148777063,0,0,0,1,1,43,0,0,0,0
"937",148777337,0,1,0,1,1,64,0,1,1,0
"938",148777691,0,1,0,NA,3,78,1,0,0,1
"939",148778011,1,0,1,NA,0,22,1,1,1,0
"940",148778041,0,1,0,NA,0,41,0,0,0,1
"941",148778044,1,0,0,0,1,48,0,1,0,0
"942",148778151,1,0,0,NA,2,58,1,1,0,0
"943",148778440,1,0,0,NA,0,57,1,0,1,0
"944",148778603,1,0,1,0,1,56,0,1,1,1
"945",148778942,1,0,0,NA,0,36,0,0,0,0
"946",148779189,0,1,1,NA,0,60,0,1,1,0
"947",148779883,1,0,0,0,1,39,1,1,0,1
"948",148779891,1,0,0,1,1,28,0,1,1,0
"949",148779984,0,0,1,0,1,45,0,1,1,1
"950",148780007,0,0,0,1,1,60,1,0,1,1
"951",148780815,0,0,1,1,1,54,0,0,0,0
"952",148781105,1,0,0,NA,0,46,0,1,1,0
"953",148781827,1,1,0,0,1,56,1,1,1,1
"954",148781857,1,1,1,0,1,47,1,1,0,0
"955",148782346,0,0,1,1,1,31,0,1,1,1
"956",148782440,0,0,1,0,1,43,0,1,1,1
"957",148782457,0,1,1,0,1,60,1,0,1,1
"958",148782486,0,1,0,NA,3,71,1,0,0,1
"959",148782513,1,0,0,NA,0,52,1,0,0,1
"960",148782603,0,0,0,NA,3,77,1,0,0,1
"961",148783161,1,0,0,NA,0,56,1,1,0,0
"962",148783218,1,1,0,1,1,61,0,1,0,0
"963",148783301,1,1,0,NA,3,64,1,1,0,0
"964",148783303,1,1,1,0,1,59,0,1,1,0
"965",148783342,0,0,1,0,1,51,1,1,1,1
"966",148783353,1,0,1,NA,2,55,1,1,0,1
"967",148783388,0,0,0,NA,0,64,0,1,1,1
"968",148783391,1,1,0,0,1,61,1,1,1,0
"969",148783471,1,1,0,NA,0,51,0,1,0,0
"970",148783503,1,1,0,NA,3,67,0,1,1,0
"971",148783558,0,0,0,1,1,57,0,1,1,1
"972",148783624,0,0,1,NA,2,36,1,1,1,1
"973",148784485,1,0,0,NA,0,57,0,0,0,0
"974",148784834,0,0,0,0,1,40,0,1,1,1
"975",148785015,0,0,1,0,1,40,0,1,0,1
"976",148785094,0,0,0,0,1,47,1,0,0,1
"977",148785112,0,1,0,1,1,52,0,0,1,1
"978",148785134,0,0,0,1,1,37,1,0,0,1
"979",148785166,0,0,1,0,1,61,1,0,1,0
"980",148785170,0,0,0,1,1,57,1,0,0,0
"981",148785177,1,1,1,NA,3,67,0,0,1,0
"982",148785196,0,0,0,0,1,47,1,0,0,0
"983",148785730,0,0,1,0,1,62,1,1,1,1
"984",148785740,1,0,1,1,1,64,0,1,1,0
"985",148785765,1,1,0,NA,3,69,0,1,0,1
"986",148785793,0,0,0,0,1,70,0,1,1,1
"987",148785822,0,0,0,NA,3,73,0,1,0,0
"988",148785856,0,1,1,NA,0,60,0,1,1,1
"989",148785882,0,0,0,NA,3,74,0,1,1,1
"990",148785910,0,0,0,0,1,57,0,1,1,1
"991",148785917,0,0,1,NA,0,64,1,1,0,1
"992",148785920,1,0,1,1,1,54,1,1,0,0
"993",148785935,1,1,0,NA,3,71,0,1,1,1
"994",148785944,0,0,0,NA,2,57,0,1,0,1
"995",148785982,1,0,0,NA,2,69,0,1,1,0
"996",148785983,0,1,1,NA,3,65,0,1,0,0
"997",148785987,1,0,1,NA,0,41,1,1,0,0
"998",148786053,1,0,0,NA,0,72,1,1,0,0
"999",148786083,1,0,0,NA,3,64,1,1,1,0
"1000",148786113,0,0,1,NA,3,64,1,1,0,0
"1001",148786173,0,0,1,1,1,50,0,1,1,1
"1002",148786202,0,0,0,1,1,55,0,1,0,1
"1003",148786227,0,0,0,NA,3,68,0,1,0,0
"1004",148786572,1,0,0,0,1,56,0,1,1,0
"1005",148786961,1,0,0,NA,0,34,1,1,0,0
"1006",148787019,1,0,0,NA,3,68,1,0,0,0
"1007",148787039,0,0,0,0,1,54,1,1,0,0
"1008",148787464,1,1,1,0,1,52,1,1,1,0
"1009",148787597,1,1,1,0,1,55,1,1,1,0
"1010",148787612,1,0,1,0,1,31,0,1,1,0
"1011",148787635,1,0,1,NA,3,66,1,0,0,0
"1012",148787677,1,1,0,NA,3,67,1,0,1,0
"1013",148787680,0,0,0,NA,0,53,0,0,0,0
"1014",148787686,1,1,1,NA,2,60,1,0,1,0
"1015",148787714,0,1,0,1,1,36,1,0,0,0
"1016",148787721,0,0,0,1,1,43,1,0,1,0
"1017",148787727,1,0,0,NA,0,56,1,0,0,0
"1018",148787765,0,0,1,1,1,43,1,0,0,1
"1019",148788299,0,0,1,1,1,39,0,1,1,1
"1020",148788335,0,0,1,1,1,54,0,1,1,0
"1021",148788352,1,1,0,NA,0,61,0,1,0,0
"1022",148788355,1,1,1,NA,0,55,1,1,0,0
"1023",148788405,1,1,1,NA,3,66,1,1,1,1
"1024",148788445,1,0,0,0,1,71,1,1,1,0
"1025",148788514,1,1,1,1,1,54,0,1,0,0
"1026",148788527,0,0,1,0,1,52,0,1,1,0
"1027",148788547,0,0,0,0,1,53,0,1,0,1
"1028",148788645,0,1,1,NA,0,52,0,1,0,0
"1029",148788719,0,0,1,NA,0,68,1,1,0,1
"1030",148788737,1,1,0,0,1,56,1,1,0,0
"1031",148788749,1,0,1,NA,0,25,1,1,1,0
"1032",148788782,1,0,0,0,1,59,0,1,1,0
"1033",148788790,0,1,0,NA,3,74,0,1,0,1
"1034",148789057,0,1,0,NA,3,65,0,1,1,1
"1035",148789559,1,0,1,1,1,29,0,1,0,0
"1036",148789606,0,0,1,NA,3,63,1,0,0,0
"1037",148790044,0,0,0,NA,2,41,1,1,0,0
"1038",148790080,0,0,1,1,1,35,1,1,1,1
"1039",148790088,0,0,1,NA,0,37,0,1,0,0
"1040",148790189,0,0,0,1,1,50,0,0,1,1
"1041",148790193,0,0,0,1,1,55,1,0,0,0
"1042",148790213,0,1,1,NA,1,53,0,0,0,1
"1043",148790222,1,1,1,NA,3,73,0,0,0,1
"1044",148790228,0,1,0,NA,0,44,1,0,1,1
"1045",148790240,1,0,1,NA,2,58,1,0,1,0
"1046",148790243,1,1,0,NA,0,56,0,0,0,0
"1047",148790262,0,0,1,1,1,56,1,0,0,1
"1048",148790867,0,0,1,1,1,46,0,1,0,1
"1049",148790902,1,0,1,1,1,69,1,1,1,0
"1050",148790982,1,1,0,NA,3,65,1,1,1,0
"1051",148790994,0,0,0,0,1,45,1,1,0,0
"1052",148791011,1,0,0,NA,3,63,1,1,1,0
"1053",148791047,0,0,0,NA,0,58,1,1,0,0
"1054",148791085,0,0,1,NA,3,72,0,1,1,1
"1055",148791100,0,0,1,NA,0,65,1,1,0,0
"1056",148791120,1,0,1,NA,0,61,0,1,0,0
"1057",148791227,0,0,1,0,1,61,0,1,0,0
"1058",148791229,0,1,1,NA,2,69,1,1,1,1
"1059",148791238,1,0,1,1,1,43,0,1,1,0
"1060",148791242,1,1,1,0,1,38,1,1,1,0
"1061",148791250,0,0,0,NA,3,68,0,1,0,1
"1062",148791257,0,0,0,NA,3,82,1,1,0,1
"1063",148791267,0,0,1,NA,3,68,1,1,1,1
"1064",148791276,0,0,0,1,1,61,1,1,0,0
"1065",148791292,0,1,0,NA,3,81,0,1,1,1
"1066",148791432,1,0,1,NA,2,19,0,0,1,0
"1067",148791613,0,0,0,1,1,47,0,0,0,1
"1068",148791865,1,1,1,0,1,41,1,1,0,0
"1069",148792113,0,0,1,NA,2,43,1,1,0,1
"1070",148792137,1,0,1,NA,3,65,1,1,0,0
"1071",148792138,1,1,0,NA,3,64,1,1,0,0
"1072",148792142,1,0,0,NA,0,26,0,1,1,0
"1073",148792147,1,1,0,NA,0,21,1,1,0,1
"1074",148792604,1,1,0,NA,3,86,0,1,1,0
"1075",148792811,1,1,0,NA,3,78,1,0,0,1
"1076",148792852,1,0,1,NA,3,62,1,0,0,0
"1077",148792860,0,1,1,1,1,69,0,0,1,1
"1078",148792877,1,0,0,NA,3,64,0,0,0,0
"1079",148792889,0,0,1,NA,0,62,1,0,0,0
"1080",148792912,0,0,0,NA,3,65,1,0,0,0
"1081",148792918,0,0,0,0,1,61,0,0,1,1
"1082",148793444,1,0,0,NA,0,59,0,1,0,0
"1083",148793491,0,1,0,1,1,46,1,1,0,0
"1084",148793532,1,1,0,NA,3,70,0,1,0,0
"1085",148793562,1,1,0,NA,2,51,1,1,1,1
"1086",148793565,0,0,0,NA,0,55,1,1,1,0
"1087",148793596,0,0,0,NA,0,46,1,1,1,0
"1088",148793616,1,1,1,1,1,52,0,1,0,0
"1089",148793619,1,0,0,1,1,50,1,1,0,0
"1090",148793628,1,0,1,0,1,55,1,1,0,0
"1091",148793641,1,1,1,NA,0,55,1,1,0,1
"1092",148793713,0,1,1,NA,0,63,1,1,0,0
"1093",148793841,0,0,0,NA,2,47,1,1,0,1
"1094",148793871,1,0,1,0,1,39,1,1,0,0
"1095",148794008,0,0,0,0,1,56,0,1,1,1
"1096",148794024,1,0,1,NA,0,54,0,0,0,0
"1097",148794596,1,0,1,0,1,37,1,1,0,0
"1098",148794661,1,0,0,NA,0,57,0,1,0,0
"1099",148794682,0,0,1,NA,0,64,1,1,0,0
"1100",148794712,1,0,1,0,1,58,0,1,1,0
"1101",148794717,1,0,0,0,1,50,0,1,1,1
"1102",148794721,0,0,0,NA,0,66,1,1,0,0
"1103",148794725,0,0,1,NA,0,46,1,1,1,1
"1104",148794785,0,0,0,0,1,54,0,1,0,1
"1105",148794938,1,0,0,0,1,27,1,1,0,0
"1106",148795147,1,1,0,0,1,63,1,1,1,0
"1107",148795350,1,0,1,NA,3,64,1,0,0,0
"1108",148795354,0,0,0,NA,0,56,1,0,1,0
"1109",148795363,0,0,0,0,1,61,1,0,0,1
"1110",148795448,0,0,0,NA,3,64,1,0,1,1
"1111",148795907,0,1,0,1,1,58,0,1,1,0
"1112",148795934,0,1,1,0,1,58,0,1,1,1
"1113",148796015,1,0,0,NA,3,69,1,1,0,1
"1114",148796031,1,1,0,1,1,60,0,1,0,0
"1115",148796034,0,1,1,NA,0,35,0,1,1,1
"1116",148796041,0,0,0,NA,2,58,1,1,0,1
"1117",148796061,1,0,1,0,1,43,0,1,1,1
"1118",148796126,0,0,0,NA,3,73,1,1,1,1
"1119",148796190,0,0,0,1,1,63,0,1,1,1
"1120",148796217,0,0,0,0,1,53,1,1,0,1
"1121",148796288,0,0,0,NA,0,48,0,1,0,1
"1122",148796290,0,0,1,1,1,57,1,1,0,0
"1123",148796292,0,1,1,1,1,40,0,1,0,1
"1124",148796386,0,1,1,NA,0,60,1,0,0,0
"1125",148796387,0,1,1,NA,0,25,1,0,0,0
"1126",148796421,0,0,1,NA,2,22,1,0,0,0
"1127",148796502,0,0,1,1,1,48,0,1,1,1
"1128",148796895,1,0,1,NA,3,64,1,1,1,0
"1129",148797221,1,0,1,1,1,57,1,1,0,1
"1130",148797229,1,0,0,NA,0,27,0,1,1,0
"1131",148797231,0,0,0,NA,3,57,0,0,0,1
"1132",148797238,1,0,1,0,1,42,0,0,1,0
"1133",148797244,1,1,1,NA,0,55,1,0,0,0
"1134",148797246,1,0,0,NA,3,57,1,1,0,1
"1135",148797251,0,1,1,NA,2,57,0,0,0,1
"1136",148797283,0,0,1,0,1,39,1,1,1,0
"1137",148797286,1,1,1,0,1,69,1,1,1,0
"1138",148797318,1,0,1,1,1,48,1,1,0,0
"1139",148797319,1,0,1,0,1,59,1,1,0,0
"1140",148797329,0,0,1,NA,0,31,1,1,0,0
"1141",148797337,0,1,1,0,1,68,0,1,1,1
"1142",148797465,0,0,1,NA,3,68,0,1,0,1
"1143",148797797,0,0,0,0,1,46,1,1,0,1
"1144",148797974,0,0,0,NA,0,60,1,0,0,1
"1145",148797978,0,0,0,1,1,65,1,0,0,1
"1146",148798070,1,0,1,0,1,39,1,0,0,0
"1147",148798189,1,0,0,NA,3,83,0,1,0,1
"1148",148798542,1,0,1,NA,3,75,1,1,1,0
"1149",148798561,1,1,1,NA,3,66,0,1,0,0
"1150",148798571,1,1,0,NA,0,70,1,1,0,0
"1151",148798609,0,1,1,0,1,63,1,1,1,1
"1152",148798695,0,1,0,1,1,56,0,1,1,1
"1153",148798705,0,1,0,NA,3,75,1,1,0,1
"1154",148798707,1,1,1,0,1,62,0,1,0,0
"1155",148798709,1,1,1,NA,0,51,1,1,0,0
"1156",148798722,0,1,0,0,1,35,1,1,0,0
"1157",148798727,1,0,1,NA,3,62,1,1,0,1
"1158",148798754,1,0,0,NA,3,76,0,1,1,1
"1159",148798784,0,0,0,0,1,54,0,1,1,1
"1160",148798792,1,0,0,NA,3,73,0,1,0,0
"1161",148798794,0,0,1,NA,2,42,1,1,0,1
"1162",148798830,1,1,1,NA,0,75,1,1,0,0
"1163",148798839,0,0,0,NA,3,56,0,1,0,0
"1164",148798840,1,0,1,NA,2,59,0,1,1,0
"1165",148798900,1,1,1,NA,3,59,0,1,0,0
"1166",148798919,1,0,1,NA,0,40,0,1,0,0
"1167",148799113,0,0,0,NA,3,75,0,1,1,1
"1168",148799213,0,0,0,NA,3,70,0,1,1,1
"1169",148799517,0,0,1,NA,2,76,1,1,0,1
"1170",148799761,0,0,1,1,1,34,0,1,0,1
"1171",148799776,0,1,1,1,1,37,1,1,0,0
"1172",148799782,1,0,1,NA,2,56,0,1,1,0
"1173",148799784,0,0,0,0,1,34,0,1,1,0
"1174",148799788,0,0,1,NA,0,34,1,1,1,0
"1175",148799789,1,1,1,0,1,54,1,1,1,0
"1176",148799918,1,0,0,0,1,54,1,1,0,0
"1177",148799945,0,0,0,1,1,51,0,0,0,0
"1178",148800266,1,0,1,NA,3,63,0,1,1,0
"1179",148800391,0,0,0,1,1,44,1,0,1,0
"1180",148800416,1,1,0,NA,0,61,1,0,0,1
"1181",148800432,1,1,1,NA,3,76,1,0,0,0
"1182",148800440,0,0,0,1,1,78,0,0,1,1
"1183",148800516,0,0,1,NA,0,30,1,0,0,0
"1184",148801052,0,0,1,NA,3,56,1,1,0,1
"1185",148801105,0,0,0,NA,0,45,0,1,0,0
"1186",148801124,1,0,1,NA,0,40,1,1,0,0
"1187",148801150,0,0,0,NA,0,61,1,1,0,0
"1188",148801214,1,0,0,NA,3,69,1,1,0,1
"1189",148801260,0,0,0,NA,3,66,1,1,1,0
"1190",148801261,1,1,0,0,1,54,0,1,0,0
"1191",148801267,0,0,0,NA,0,62,1,1,1,1
"1192",148801414,1,0,0,0,1,29,1,1,0,1
"1193",148801600,1,0,0,0,1,66,0,1,1,1
"1194",148801672,1,1,0,NA,0,58,0,0,0,0
"1195",148802213,1,0,1,1,1,58,1,0,0,1
"1196",148802225,1,0,1,1,1,29,0,1,1,0
"1197",148802249,1,0,0,NA,0,58,0,1,1,0
"1198",148802271,1,0,1,0,1,32,0,1,0,0
"1199",148802279,0,1,0,0,1,50,1,1,1,0
"1200",148802287,0,0,0,NA,0,39,0,1,0,0
"1201",148802300,1,1,0,NA,3,66,0,1,0,0
"1202",148802783,0,1,1,NA,0,43,1,1,0,1
"1203",148802789,0,0,0,0,1,25,0,1,1,1
"1204",148802869,0,0,0,NA,0,42,1,0,0,0
"1205",148802872,0,1,1,NA,3,69,1,0,0,0
"1206",148802927,0,1,0,NA,3,65,1,0,1,1
"1207",148802965,1,0,0,NA,3,76,0,0,0,1
"1208",148802970,1,1,0,1,1,53,1,0,0,0
"1209",148802971,0,0,0,NA,3,66,1,0,0,0
"1210",148802972,0,0,0,NA,0,35,1,0,1,1
"1211",148802990,0,0,0,NA,0,56,1,0,0,0
"1212",148802994,1,0,0,NA,0,45,1,0,0,0
"1213",148803449,1,0,0,1,1,67,1,1,0,0
"1214",148803456,1,0,0,1,1,68,0,1,1,0
"1215",148803502,1,1,0,NA,3,65,0,1,0,0
"1216",148803543,1,0,1,NA,0,47,0,1,0,1
"1217",148803555,0,0,1,NA,3,70,1,1,0,1
"1218",148803628,1,0,1,0,1,54,0,0,0,0
"1219",148803790,0,1,0,NA,3,66,0,1,0,1
"1220",148804514,0,0,1,0,1,55,1,1,0,0
"1221",148804532,1,1,0,0,1,59,0,1,0,0
"1222",148804543,1,0,0,1,1,34,0,1,1,0
"1223",148804545,1,0,0,NA,0,64,0,1,0,1
"1224",148804562,0,1,1,NA,0,48,0,1,1,1
"1225",148804591,0,1,1,1,1,61,1,1,1,1
"1226",148804593,0,0,0,NA,0,58,1,1,0,0
"1227",148804604,1,1,1,NA,3,77,0,1,0,0
"1228",148804606,0,0,0,NA,2,78,0,1,0,1
"1229",148804641,0,0,0,NA,0,62,1,1,0,1
"1230",148805108,0,1,1,1,1,42,0,1,1,1
"1231",148805198,1,0,1,NA,2,56,0,0,1,0
"1232",148805768,0,1,0,1,1,41,0,0,1,1
"1233",148806517,1,0,0,NA,0,34,1,1,0,0
"1234",148806573,1,0,1,0,1,28,1,1,0,0
"1235",148806680,0,0,0,NA,0,49,0,0,0,1
"1236",148806688,0,0,0,0,1,55,1,1,1,1
"1237",148806698,0,1,0,NA,3,81,0,0,0,1
"1238",148806702,1,0,1,0,1,53,1,1,0,1
"1239",148806736,0,0,0,1,1,64,0,1,1,1
"1240",148806739,0,0,0,0,1,46,0,1,1,0
"1241",148806756,1,0,0,0,1,50,0,1,1,0
"1242",148806773,1,0,0,0,1,54,0,1,1,0
"1243",148807205,1,1,0,0,1,44,1,1,0,0
"1244",148807294,1,1,1,0,1,31,0,1,1,1
"1245",148807370,1,0,1,NA,0,38,0,1,1,0
"1246",148807393,0,0,0,NA,3,64,1,0,0,0
"1247",148807449,0,1,1,0,1,25,1,0,0,0
"1248",148808225,1,1,1,NA,3,67,0,1,0,0
"1249",148808496,0,0,0,NA,3,72,1,0,0,0
"1250",148808833,1,0,0,1,1,48,1,0,0,0
"1251",148808835,1,0,1,1,1,47,0,1,1,0
"1252",148808852,1,0,1,NA,0,48,1,0,0,0
"1253",148808870,0,0,0,1,1,47,0,1,1,1
"1254",148808900,0,0,0,0,1,55,0,1,1,0
"1255",148808937,0,0,0,NA,1,44,0,1,0,1
"1256",148809074,0,0,0,1,1,28,1,0,0,1
"1257",148809465,1,1,1,NA,0,57,1,1,1,0
"1258",148809535,0,0,0,NA,0,59,0,0,0,1
"1259",148809550,1,1,0,0,1,47,1,0,0,0
"1260",148810258,1,0,1,1,1,22,0,1,0,0
"1261",148810303,1,1,1,0,1,57,0,1,1,0
"1262",148810320,1,1,0,1,1,52,0,1,1,0
